"eia.gov","http://www.eia.gov","executive","Department of Energy","No","Yes","No","No","","B"
"eisenhowermemorial.gov","http://eisenhowermemorial.gov","executive","General Services Administration","No","No","","","",""
"eldercare.gov","http://www.eldercare.gov","executive","Department of Health And Human Services","No","No","","","",""
"elderjustice.gov","http://www.elderjustice.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","Ready","B"
"emergency-federal-register.gov","http://www.emergency-federal-register.gov","executive","National Archives and Records Administration","Yes","No","","","",""
"employeeexpress.gov","https://www.employeeexpress.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A+"
"empowhr.gov","https://empowhr.gov","executive","Department of Agriculture","No","Yes","Yes","No","","B"
"ems.gov","https://www.ems.gov","executive","Department of Transportation","No","Yes","Yes","No","","A"
"endingthedocumentgame.gov","https://endingthedocumentgame.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"energy.gov","http://energy.gov","executive","Department of Energy","No","No","","","",""
"energycodes.gov","https://www.energycodes.gov","executive","Department of Energy","No","Yes","Yes","No","","B"
"energysaver.gov","http://www.energysaver.gov","executive","Department of Energy","Yes","No","","","",""
"energysavers.gov","http://www.energysavers.gov","executive","Department of Energy","Yes","No","","","",""
"energystar.gov","https://www.energystar.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","","A-"
"eop.gov","http://www.eop.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"epa.gov","https://www.epa.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","","A+"
"epic.gov","https://www.epic.gov","executive","Department of Justice","No","Yes","Yes","Yes","Ready","A"
"errp.gov","http://www.errp.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"esa.gov","http://esa.gov","executive","Department of Commerce","No","No","","","",""
"esc.gov","http://www.esc.gov","executive","Department of Transportation","No","Yes","No","No","","B"
"eseclab.gov","http://eseclab.gov","legislative","The Legislative Branch (Congress)","Yes","No","","","",""
"esrs.gov","https://esrs.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready","A+"
"eta-find.gov","https://www.eta-find.gov","executive","Department of the Treasury","No","Yes","Yes","No","",""
"ethics.gov","http://www.ethics.gov","executive","Executive Office of the President","Yes","Yes","No","No","","A"
"ethicsburg.gov","http://www.ethicsburg.gov","executive","Department of the Treasury","No","No","","","",""
"evergladesrestoration.gov","http://evergladesrestoration.gov","executive","Department of the Interior","No","No","","","",""
"everykidinapark.gov","https://everykidinapark.gov","executive","General Services Administration","No","Yes","Yes","Yes","","B"
"evus.gov","https://www.evus.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A-"
"execsec.gov","http://www.execsec.gov","executive","Department of Agriculture","No","Yes","No","No","","C"
"exim.gov","http://www.exim.gov","executive","Export/Import Bank of the U.S.","Yes","No","","","",""
"exploretsp.gov","http://www.exploretsp.gov","executive","Federal Retirement Thrift Investment Board","Yes","Yes","Yes","Yes","","A+"
"export.gov","https://www.export.gov","executive","Department of Commerce","No","Yes","Yes","No","",""
"eyenote.gov","http://eyenote.gov","executive","Department of the Treasury","No","No","","","",""
"faa.gov","https://www.faa.gov","executive","Department of Transportation","No","Yes","Yes","No","","A"
"faasafety.gov","https://www.faasafety.gov","executive","Department of Transportation","No","Yes","Yes","No","","B"
"faca.gov","http://www.faca.gov","executive","General Services Administration","Yes","Yes","No","No","","B"
"facadatabase.gov","http://facadatabase.gov","executive","General Services Administration","No","No","","","",""
"fafsa.gov","https://fafsa.gov","executive","Department of Education","No","Yes","Yes","No","",""
"fai.gov","https://www.fai.gov","executive","General Services Administration","No","Yes","Yes","No","","A"
"fan.gov","https://www.fan.gov","executive","Department of State","No","Yes","Yes","No","","B"
"fapiis.gov","https://www.fapiis.gov","executive","General Services Administration","No","No","","","",""
"faq.gov","http://www.faq.gov","executive","General Services Administration","Yes","Yes","No","No","","A"
"fara.gov","https://www.fara.gov","executive","Department of Justice","No","Yes","Yes","Yes","Yes","A+"
"farmerclaims.gov","https://www.farmerclaims.gov","executive","Department of Agriculture","No","Yes","Yes","No","","F"
"fasab.gov","http://fasab.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"fatherhood.gov","https://www.fatherhood.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","Yes","A+"
"fbi.gov","https://www.fbi.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A+"
"fbiic.gov","https://www.fbiic.gov","executive","Federal Reserve System","No","Yes","Yes","Yes","","A+"
"fbijobs.gov","https://fbijobs.gov","executive","Department of Justice","No","Yes","Yes","Yes","Ready","A-"
"fbo.gov","https://www.fbo.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready","A+"
"fca.gov","http://fca.gov","executive","Farm Credit Administration","No","Yes","No","Yes","","A"
"fcc.gov","https://www.fcc.gov","executive","Federal Communications Commission","No","Yes","Yes","No","","A"
"fccuniversity.gov","http://www.fccuniversity.gov","executive","Federal Communications Commission","Yes","No","","","",""
"fcg.gov","https://www.fcg.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"fcic.gov","http://www.fcic.gov","executive","National Archives and Records Administration","Yes","No","","","",""
"fcsic.gov","http://fcsic.gov","executive","Farm Credit Administration","No","Yes","No","Yes","Ready","A"
"fda.gov","http://www.fda.gov","executive","Department of Health And Human Services","No","No","","","",""
"fdic.gov","https://fdic.gov","executive","Federal Deposit Insurance Corporation","No","Yes","Yes","Yes","","A-"
"fdicconnect.gov","http://www.fdicconnect.gov","executive","Federal Deposit Insurance Corporation","No","Yes","No","Yes","","A-"
"fdicig.gov","https://www.fdicig.gov","executive","Federal Deposit Insurance Corporation","No","Yes","Yes","Yes","","B"
"fdicoig.gov","http://www.fdicoig.gov","executive","Federal Deposit Insurance Corporation","Yes","Yes","Yes","Yes","","B"
"fdicseguro.gov","https://fdicseguro.gov","executive","Federal Deposit Insurance Corporation","No","Yes","Yes","Yes","","A-"
"fdlp.gov","https://www.fdlp.gov","legislative","Government Publishing Office","No","Yes","Yes","No","","F"
"fdms.gov","https://www.fdms.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","Ready","A+"
"fdsys.gov","https://www.fdsys.gov","legislative","Government Publishing Office","Yes","Yes","Yes","Yes","Yes","B"
"fea.gov","http://www.fea.gov","executive","Denali Commission","No","No","","","",""
"feb.gov","https://feb.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A"
"fec.gov","http://fec.gov","executive","Federal Elections Commission","No","No","","","",""
"fedbizopps.gov","http://www.fedbizopps.gov","executive","General Services Administration","Yes","Yes","Yes","Yes","Ready","A+"
"fedcenter.gov","https://www.fedcenter.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","Ready","A-"
"federalcourts.gov","http://www.federalcourts.gov","judicial","U.S Courts","Yes","No","","","",""
"federalinvestments.gov","http://federalinvestments.gov","executive","Department of the Treasury","No","Yes","No","No","","A"
"federaljobs.gov","http://www.federaljobs.gov","executive","Office of Personnel Management","Yes","No","","","",""
"federalprobation.gov","http://www.federalprobation.gov","judicial","U.S Courts","Yes","No","","","",""
"federalregister.gov","https://www.federalregister.gov","legislative","Government Publishing Office","No","Yes","Yes","No","Yes","A+"
"federalreserve.gov","https://www.federalreserve.gov","executive","Federal Reserve System","No","Yes","Yes","Yes","","A+"
"federalreserveconsumerhelp.gov","http://federalreserveconsumerhelp.gov","executive","Federal Reserve System","No","Yes","No","Yes","","A-"
"federalrules.gov","http://www.federalrules.gov","judicial","U.S Courts","Yes","No","","","",""
"fedidcard.gov","http://fedidcard.gov","executive","General Services Administration","No","No","","","",""
"fedinvest.gov","http://fedinvest.gov","executive","Department of the Treasury","No","Yes","No","No","","A"
"fedjobs.gov","http://www.fedjobs.gov","executive","Office of Personnel Management","Yes","No","","","",""
"fedpartnership.gov","http://fedpartnership.gov","executive","Federal Reserve System","No","Yes","No","Yes","","A-"
"fedramp.gov","https://www.fedramp.gov","executive","General Services Administration","No","Yes","Yes","Yes","Yes","A+"
"fedreg.gov","http://www.fedreg.gov","legislative","Government Publishing Office","No","Yes","No","No","","F"
"fedrooms.gov","https://www.fedrooms.gov","executive","General Services Administration","Yes","Yes","Yes","Yes","","A+"
"fedshirevets.gov","https://fedshirevets.gov","executive","Office of Personnel Management","No","Yes","Yes","Yes","","A+"
"fedspending.gov","http://www.fedspending.gov","executive","Department of the Treasury","Yes","Yes","No","No","","B"
"feedthefuture.gov","https://feedthefuture.gov","executive","U.S. Agency for International Development","No","Yes","Yes","Yes","Yes","B"
"fegli.gov","https://www.fegli.gov","executive","Office of Personnel Management","Yes","Yes","Yes","Yes","","A+"
"fema.gov","https://www.fema.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A"
"femalefarmerclaims.gov","https://www.femalefarmerclaims.gov","executive","Department of Agriculture","No","Yes","Yes","No","","F"
"ferc.gov","https://www.ferc.gov","executive","Federal Energy Regulatory Commission","No","Yes","Yes","No","","A"
"fercalt.gov","http://www.fercalt.gov","executive","Federal Energy Regulatory Commission","No","No","","","",""
"ffiec.gov","https://www.ffiec.gov","executive","Federal Reserve System","No","Yes","Yes","Yes","","A+"
"fgdc.gov","https://fgdc.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"fha.gov","http://fha.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"fhfa.gov","http://www.fhfa.gov","executive","Federal Housing Finance Agency","No","No","","","",""
"fhfaoig.gov","https://www.fhfaoig.gov","executive","Federal Housing Finance Agency Office of Inspector General","No","Yes","Yes","Yes","","A+"
"fido.gov","http://fido.gov","executive","General Services Administration","No","No","","","",""
"financialresearch.gov","https://www.financialresearch.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A+"
"financialstability.gov","http://www.financialstability.gov","executive","Department of the Treasury","Yes","No","","","",""
"fincen.gov","https://www.fincen.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A-"
"findyouthinfo.gov","http://findyouthinfo.gov","executive","Department of Health And Human Services","No","No","","","",""
"firecode.gov","http://www.firecode.gov","executive","Department of the Interior","No","Yes","No","No","","T"
"fireleadership.gov","https://www.fireleadership.gov","executive","Department of the Interior","No","Yes","Yes","No","","C"
"firenet.gov","http://www.firenet.gov","executive","Department of the Interior","Yes","No","","","",""
"firescience.gov","http://www.firescience.gov","executive","Department of the Interior","Yes","Yes","No","No","","T"
"firstfreedom.gov","http://www.firstfreedom.gov","executive","Department of Justice","Yes","Yes","Yes","Yes","Ready","B"
"firstgov.gov","http://www.firstgov.gov","executive","General Services Administration","Yes","Yes","No","No","","A"
"firstnet.gov","http://firstnet.gov","executive","Department of Commerce","No","No","","","",""
"firstresponder.gov","http://www.firstresponder.gov","executive","Department of Homeland Security","Yes","Yes","Yes","No","","A"
"firstrespondertraining.gov","https://www.firstrespondertraining.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A"
"fiscalcommission.gov","https://www.fiscalcommission.gov","executive","Executive Office of the President","No","Yes","Yes","No","","A"
"fishwatch.gov","http://www.fishwatch.gov","executive","Department of Commerce","No","Yes","No","No","",""
"fitness.gov","https://www.fitness.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"fjc.gov","http://www.fjc.gov","judicial","U.S Courts","No","No","","","",""
"fleta.gov","https://www.fleta.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A"
"fletc.gov","https://www.fletc.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A"
"flightschoolcandidates.gov","https://flightschoolcandidates.gov","executive","Department of Homeland Security","No","Yes","Yes","Yes","Yes","B"
"floodsmart.gov","https://www.floodsmart.gov","executive","Department of Homeland Security","No","Yes","Yes","No","","A"
"flra.gov","https://www.flra.gov","executive","Federal Labor Relations Authority","No","Yes","Yes","No","Yes","F"
"flu.gov","http://www.flu.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"fmc.gov","http://www.fmc.gov","executive","Federal Maritime Commission","No","No","","","",""
"fmcs.gov","https://fmcs.gov","executive","Federal Mediation and Conciliation Service","No","Yes","Yes","No","","A"
"fmi.gov","https://fmi.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready","A-"
"fmshrc.gov","http://fmshrc.gov","executive","Federal Mine Safety and Health Review Company","No","Yes","No","No","","B"
"fnal.gov","http://fnal.gov","executive","Department of Energy","No","Yes","No","No","","A"
"foia.gov","https://www.foia.gov","executive","Department of Justice","No","Yes","Yes","Yes","Yes","A+"
"foodsafety.gov","https://www.foodsafety.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"foodsafetyjobs.gov","https://www.foodsafetyjobs.gov","executive","Department of Agriculture","Yes","Yes","Yes","No","","A-"
"foodsafetyworkinggroup.gov","http://www.foodsafetyworkinggroup.gov","executive","Department of Agriculture","No","No","","","",""
"fordlibrarymuseum.gov","https://fordlibrarymuseum.gov","executive","National Archives and Records Administration","No","Yes","Yes","No","",""
"foreignassistance.gov","http://www.foreignassistance.gov","executive","Department of State","No","No","","","",""
"forensicscience.gov","http://www.forensicscience.gov","executive","Department of Justice","Yes","No","","","",""
"forestsandrangelands.gov","http://forestsandrangelands.gov","executive","Department of Agriculture","No","Yes","No","No","","B"
"forfeiture.gov","http://www.forfeiture.gov","executive","Department of Justice","No","Yes","No","No","","B"
"forms.gov","http://www.forms.gov","executive","General Services Administration","Yes","Yes","Yes","No","","A"
"fpc.gov","https://www.fpc.gov","executive","General Services Administration","No","Yes","Yes","Yes","Yes","A+"
"fpds.gov","https://fpds.gov","executive","General Services Administration","No","Yes","Yes","No","","A-"
"freecreditreport.gov","http://www.freecreditreport.gov","executive","Federal Trade Commission","Yes","No","","","",""
"freshempire.gov","http://www.freshempire.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","","A+"
"frpg.gov","https://www.frpg.gov","executive","General Services Administration","No","Yes","Yes","No","","B"
"frtib.gov","https://www.frtib.gov","executive","Federal Retirement Thrift Investment Board","No","Yes","Yes","Yes","","A+"
"frtr.gov","https://frtr.gov","executive","Environmental Protection Agency","No","Yes","Yes","Yes","Yes","A"
"fruitsandveggiesmatter.gov","http://www.fruitsandveggiesmatter.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"fs.fed.us","http://fs.fed.us","executive","Department of Agriculture","No","No","","","",""
"fsafeds.gov","http://www.fsafeds.gov","executive","Office of Personnel Management","Yes","No","","","",""
"fsapubs.gov","https://fsapubs.gov","executive","Department of Education","No","Yes","Yes","Yes","Yes","A"
"fsd.gov","https://www.fsd.gov","executive","General Services Administration","No","Yes","Yes","No","","F"
"fsgb.gov","https://www.fsgb.gov","executive","Department of State","No","Yes","Yes","Yes","","B"
"fsoc.gov","http://www.fsoc.gov","executive","Department of the Treasury","Yes","No","","","",""
"fsrs.gov","https://fsrs.gov","executive","General Services Administration","No","Yes","Yes","Yes","Ready","A+"
"ftc.gov","https://www.ftc.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes","A+"
"ftccomplaintassistant.gov","https://ftccomplaintassistant.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes","A+"
"ftcefile.gov","https://ftcefile.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","","A"
"fttesttwai.gov","https://fttesttwai.gov","executive","Department of the Treasury","No","No","","","",""
"fvap.gov","https://www.fvap.gov","executive","Department of Defense","No","Yes","Yes","No","","F"
"fws.gov","https://www.fws.gov","executive","Department of the Interior","No","Yes","Yes","No","","A-"
"g5.gov","https://www.g5.gov","executive","Department of Education","No","Yes","Yes","Yes","","B"
"gao.gov","http://gao.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"gaonet.gov","http://gaonet.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"gcdamp.gov","http://www.gcdamp.gov","executive","Department of the Interior","No","No","","","",""
"gcmrc.gov","http://www.gcmrc.gov","executive","Department of the Interior","No","Yes","No","No","","A"
"genome.gov","https://www.genome.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A"
"geocommunicator.gov","http://www.geocommunicator.gov","executive","Department of the Interior","No","No","","","",""
"geomac.gov","https://www.geomac.gov","executive","Department of the Interior","No","Yes","Yes","Yes","","A+"
"geoplatform.gov","https://www.geoplatform.gov","executive","Department of the Interior","No","Yes","Yes","No","","A"
"georgewbushlibrary.gov","http://www.georgewbushlibrary.gov","executive","National Archives and Records Administration","Yes","Yes","Yes","No","","A"
"getinvolved.gov","http://www.getinvolved.gov","executive","Corporation for National & Community Service","Yes","No","","","",""
"getsmartaboutdrugs.gov","https://www.getsmartaboutdrugs.gov","executive","Department of Justice","No","Yes","Yes","Yes","","A"
"getyouhome.gov","https://www.getyouhome.gov","executive","Department of Commerce","Yes","No","","","",""
"ghi.gov","https://ghi.gov","executive","Department of State","No","Yes","Yes","No","","A"
"ginniemae.gov","http://www.ginniemae.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"girlshealth.gov","https://www.girlshealth.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"globalchange.gov","http://www.globalchange.gov","executive","United Stated Global Change Research Program","No","No","","","",""
"globalentry.gov","http://www.globalentry.gov","executive","Department of Commerce","Yes","No","","","",""
"globalhealth.gov","http://www.globalhealth.gov","executive","Department of Health And Human Services","Yes","Yes","No","No","","A"
"globe.gov","http://www.globe.gov","executive","National Aeronautics and Space Administration","No","Yes","No","No","","B"
"gobierno.gov","http://www.gobierno.gov","executive","General Services Administration","Yes","Yes","Yes","No","","A"
"gobiernousa.gov","http://www.gobiernousa.gov","executive","General Services Administration","Yes","Yes","Yes","No","","A"
"godirect.gov","https://www.godirect.gov","executive","Department of the Treasury","No","Yes","Yes","No","","A-"
"goes-r.gov","http://www.goes-r.gov","executive","Department of Commerce","No","No","","","",""
"golearn.gov","http://www.golearn.gov","executive","Office of Personnel Management","Yes","No","","","",""
"gop.gov","http://www.gop.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","","A"
"gopleader.gov","http://www.gopleader.gov","legislative","The Legislative Branch (Congress)","Yes","Yes","No","No","","A-"
"govbenefits.gov","https://www.govbenefits.gov","executive","Department of Labor","Yes","Yes","Yes","No","","A"
"governmentjobs.gov","http://www.governmentjobs.gov","executive","Office of Personnel Management","Yes","No","","","",""
"govinfo.gov","https://www.govinfo.gov","legislative","Government Publishing Office","No","Yes","Yes","Yes","","B"
"govloans.gov","https://www.govloans.gov","executive","Department of Labor","No","Yes","Yes","No","","A"
"govsales.gov","http://www.govsales.gov","executive","General Services Administration","No","No","","","",""
"gpo.gov","https://www.gpo.gov","legislative","Government Publishing Office","No","Yes","Yes","Yes","","B"
"gps.gov","http://www.gps.gov","executive","Department of Commerce","No","No","","","",""
"grants.gov","http://www.grants.gov","executive","Department of Health And Human Services","No","No","","","",""
"grantsolutions.gov","https://grantsolutions.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","F"
"greatagain.gov","https://www.greatagain.gov","executive","General Services Administration","No","Yes","Yes","Yes","","A+"
"green.gov","http://www.green.gov","executive","Department of Agriculture","Yes","No","","","",""
"greengov.gov","http://www.greengov.gov","executive","Environmental Protection Agency","Yes","Yes","Yes","Yes","Ready","A-"
"gsa.gov","https://www.gsa.gov","executive","General Services Administration","No","Yes","Yes","Yes","","A+"
"gsaadvantage.gov","https://gsaadvantage.gov","executive","General Services Administration","No","Yes","Yes","No","","B"
"gsaauctions.gov","http://www.gsaauctions.gov","executive","General Services Administration","No","No","","","",""
"gsaig.gov","http://gsaig.gov","executive","General Services Administration","No","Yes","No","Yes","","A+"
"gsaxcess.gov","http://gsaxcess.gov","executive","General Services Administration","No","Yes","No","No","","B"
"guideline.gov","https://guideline.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","B"
"guidelines.gov","https://guidelines.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","B"
"gwa.gov","https://www.gwa.gov","executive","Department of the Treasury","No","Yes","Yes","No","","B"
"hanford.gov","http://www.hanford.gov","executive","Department of Energy","No","No","","","",""
"harp.gov","http://harp.gov","executive","Federal Housing Finance Agency","No","No","","","",""
"hc.gov","http://hc.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"hcqualitycommission.gov","http://www.hcqualitycommission.gov","executive","Department of Health And Human Services","Yes","Yes","No","No","","B"
"health.gov","https://health.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"healthcare.gov","https://www.healthcare.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","A+"
"healthdata.gov","https://www.healthdata.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"healthfinder.gov","https://healthfinder.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"healthindicators.gov","http://www.healthindicators.gov","executive","Department of Health And Human Services","No","No","","","",""
"healthit.gov","https://www.healthit.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"healthreform.gov","http://www.healthreform.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"healthypeople.gov","https://www.healthypeople.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A-"
"hearttruth.gov","https://www.hearttruth.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","Ready","A+"
"helpingamericasyouth.gov","http://www.helpingamericasyouth.gov","executive","Department of Justice","Yes","No","","","",""
"helpwithmybank.gov","https://helpwithmybank.gov","executive","Department of the Treasury","No","Yes","Yes","Yes","","A-"
"helpwithmycheckingaccount.gov","http://helpwithmycheckingaccount.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"helpwithmycreditcard.gov","http://helpwithmycreditcard.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"helpwithmycreditcardbank.gov","http://helpwithmycreditcardbank.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"helpwithmymortgage.gov","http://helpwithmymortgage.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"helpwithmymortgagebank.gov","http://helpwithmymortgagebank.gov","executive","Department of the Treasury","No","Yes","No","Yes","","A-"
"hhs.gov","http://www.hhs.gov","executive","Department of Health And Human Services","No","Yes","No","No","","A"
"hhsoig.gov","http://www.hhsoig.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"highperformancebuildings.gov","http://www.highperformancebuildings.gov","executive","Department of Energy","Yes","No","","","",""
"hispanicfarmerclaims.gov","https://www.hispanicfarmerclaims.gov","executive","Department of Agriculture","No","Yes","Yes","No","","F"
"hispanicheritagemonth.gov","http://hispanicheritagemonth.gov","legislative","Library of Congress","No","No","","","",""
"history.gov","https://www.history.gov","executive","National Archives and Records Administration","Yes","Yes","Yes","No","","B"
"hiv.gov","http://www.hiv.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","Yes","A+"
"homeenergyscore.gov","http://www.homeenergyscore.gov","executive","Department of Energy","Yes","No","","","",""
"homelandsecurity.gov","https://www.homelandsecurity.gov","executive","Department of Homeland Security","Yes","Yes","Yes","No","","A"
"homesales.gov","http://homesales.gov","executive","Department of Housing And Urban Development","No","Yes","No","No","",""
"house.gov","http://www.house.gov","legislative","The Legislative Branch (Congress)","No","Yes","No","No","","A"
"housecalendar.gov","https://www.housecalendar.gov","legislative","Government Publishing Office","Yes","Yes","Yes","Yes","","B"
"housecommunications.gov","http://www.housecommunications.gov","legislative","The Legislative Branch (Congress)","Yes","No","","","",""
"housedemocrats.gov","http://www.housedemocrats.gov","legislative","The Legislative Branch (Congress)","Yes","No","","","",""
"housedems.gov","http://www.housedems.gov","legislative","The Legislative Branch (Congress)","Yes","No","","","",""
"houselive.gov","http://houselive.gov","legislative","The Legislative Branch (Congress)","No","No","","","",""
"housenewsletters.gov","http://www.housenewsletters.gov","legislative","The Legislative Branch (Congress)","Yes","No","","","",""
"howto.gov","http://www.howto.gov","executive","General Services Administration","Yes","Yes","No","No","","A"
"hrsa.gov","http://hrsa.gov","executive","Department of Health And Human Services","No","Yes","No","No","","A-"
"hru.gov","https://hru.gov","executive","Office of Personnel Management","No","Yes","Yes","No","","A"
"hsr.gov","https://www.hsr.gov","executive","Federal Trade Commission","Yes","Yes","Yes","Yes","Yes","A+"
"hud.gov","http://hud.gov","executive","Department of Housing And Urban Development","No","No","","","",""
"hudoig.gov","https://www.hudoig.gov","executive","Department of Housing And Urban Development","No","Yes","Yes","No","","A"
"huduser.gov","https://www.huduser.gov","executive","Department of Housing And Urban Development","No","Yes","Yes","No","","A"
"humanities.gov","http://www.humanities.gov","executive","National Endowment for the Humanities","Yes","No","","","",""
"humanrights.gov","http://www.humanrights.gov","executive","Department of State","No","No","","","",""
"hurricanes.gov","http://www.hurricanes.gov","executive","Department of Commerce","Yes","No","","","",""
"hydrogen.gov","http://hydrogen.gov","executive","Department of Energy","No","Yes","No","No","","C"
"iab.gov","https://iab.gov","executive","Department of Energy","No","Yes","Yes","No","","A"
"iad.gov","https://www.iad.gov","executive","Department of Defense","No","Yes","Yes","No","","T"
"iaf.gov","http://iaf.gov","executive","Inter-American Foundation","No","No","","","",""
"iarpa-ideas.gov","http://iarpa-ideas.gov","executive","Director of National Intelligence","No","Yes","No","No","","A"
"iarpa.gov","https://www.iarpa.gov","executive","Director of National Intelligence","No","Yes","Yes","No","","A"
"iat.gov","https://www.iat.gov","executive","Department of the Interior","No","Yes","Yes","No","","A-"
"iawg.gov","http://iawg.gov","executive","Department of State","No","Yes","No","No","","A-"
"ibb.gov","http://www.ibb.gov","executive","International Broadcasting Bureau","Yes","No","","","",""
"ibwc.gov","http://ibwc.gov","executive","Department of State","No","No","","","",""
"ic3.gov","https://www.ic3.gov","executive","Department of Justice","No","Yes","Yes","Yes","Yes","A"
"icass.gov","https://www.icass.gov","executive","Department of State","No","Yes","Yes","No","","A"
"icbemp.gov","http://icbemp.gov","executive","Department of Agriculture","No","No","","","",""
"ice.gov","https://www.ice.gov","executive","Department of Homeland Security","No","Yes","Yes","Yes","","A+"
"ich.gov","http://ich.gov","executive","US Interagency Council on Homelessness","No","No","","","",""
"icjointduty.gov","https://www.icjointduty.gov","executive","Director of National Intelligence","No","Yes","Yes","No","","A"
"idealab.gov","http://www.idealab.gov","executive","Department of Health And Human Services","Yes","No","","","",""
"identitytheft.gov","https://identitytheft.gov","executive","Federal Trade Commission","No","Yes","Yes","Yes","Yes","A+"
"idmanagement.gov","http://idmanagement.gov","executive","General Services Administration","No","Yes","No","Yes","","A+"
"idtheft.gov","https://www.idtheft.gov","executive","Federal Trade Commission","Yes","Yes","Yes","Yes","Ready","A+"
"iedison.gov","http://www.iedison.gov","executive","Department of Health And Human Services","Yes","Yes","Yes","Yes","","A+"
"ignet.gov","https://www.ignet.gov","executive","Council of Inspector General on Integrity and Efficiency","No","Yes","Yes","Yes","","F"
"ihs.gov","https://www.ihs.gov","executive","Department of Health And Human Services","No","Yes","Yes","Yes","","B"
"iiog.gov","http://www.iiog.gov","executive","Department of Agriculture","No","No","","","",""
"imls.gov","https://imls.gov","executive","Institute of Museum and Library Services","No","Yes","Yes","No","","F"
"indianaffairs.gov","https://www.indianaffairs.gov","executive","Department of the Interior","No","Yes","Yes","No","","C"
"inel.gov","http://www.inel.gov","executive","Department of Energy","Yes","Yes","Yes","No","","C"
"info.gov","http://www.info.gov","executive","General Services Administration","Yes","Yes","Yes","No","","A"
"inl.gov","https://www.inl.gov","executive","Department of Energy","No","Yes","Yes","No","","C"
"insurekidsnow.gov","https://www.insurekidsnow.gov","executive","Department of Health And Human Services","No","Yes","Yes","No","","A"
"integrity.gov","https://www.integrity.gov","executive","Office of Government Ethics","No","Yes","Yes","Yes","","A-"
"intelink.gov","http://www.intelink.gov","executive","Director of National Intelligence","No","Yes","No","No","","B"
"intelligence.gov","http://www.intelligence.gov","executive","Director of National Intelligence","Yes","Yes","Yes","No","","A"
"intelligencecareers.gov","https://www.intelligencecareers.gov","executive","National Security Agency","No","Yes","Yes","No","","A"
